,property_id,location_id,page_url,property_type,price,price_in_lac,location,city,province_name,latitude,longitude,baths,purpose,bedrooms,date_added,agency,agent,Total_Area
56387,15679757,3299,https://www.zameen.com/Property/f_6_f_6_1_444_square_yard_livable_house_for_sale-15679757-3299-1.html,House,65000000,650,F-6,Islamabad,Islamabad Capital,33.724018,73.074524,4,For Sale,4,4/5/2019,Sentinel Real Estate,Muhammad Yaqoob,48460.678
56388,15680439,174,https://www.zameen.com/Property/islamabad_i_8_house_is_available_for_sale-15680439-174-1.html,House,92500000,925,I-8,Islamabad,Islamabad Capital,33.668497,73.07416,10,For Sale,9,7/2/2019,Subhan Real Estate,Faraz Ahmed M Mumtaz,65340
56389,15681587,3226,https://www.zameen.com/Property/dha_valley_dha_homes_ready_to_live_5_marla_house_available_for_sale_at_a_very_low_price_in_dha_islamabad-15681587-3226-1.html,House,3800000,38,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,2,For Sale,2,5/4/2019,Feroz Estate,Malik Sohail,1361.255
56390,15682038,3339,https://www.zameen.com/Property/g_13_g_13_3_house_is_available_for_sale-15682038-3339-1.html,House,45000000,450,G-13,Islamabad,Islamabad Capital,33.656995,72.964962,8,For Sale,6,4/5/2019,,,38659.642
56391,15682807,3226,https://www.zameen.com/Property/dha_valley_dha_homes_8_marla_house_for_sale_at_lowest_rate_in_dha_homes_islamabad-15682807-3226-1.html,House,7000000,70,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,3,For Sale,3,5/4/2019,Feroz Estate,Malik Sohail,2178.008
56392,15683455,166,https://www.zameen.com/Property/islamabad_f_8_duplex_house_is_available_for_sale-15683455-166-1.html,House,270000000,2700,F-8,Islamabad,Islamabad Capital,33.713131,73.038383,5,For Sale,5,4/4/2019,,,10890
56393,15685405,3338,https://www.zameen.com/Property/g_13_g_13_2_30x60_house_for_sale_at_investor_price_in_g_13_2-15685405-3338-1.html,House,23000000,230,G-13,Islamabad,Islamabad Capital,33.650458,72.956636,6,For Sale,4,4/5/2019,Al Hanan Real Estate & Builders,Arslan Ahmad,2178.008
56625,15687991,330,https://www.zameen.com/Property/islamabad_g_13_brand_new_house_is_available_for_sale-15687991-330-1.html,House,36000000,360,G-13,Islamabad,Islamabad Capital,33.650065,72.963681,6,For Sale,6,4/5/2019,,,2722.51
56626,15688536,171,https://www.zameen.com/Property/islamabad_g_9_g9__double_storey_livable_house_for_sale-15688536-171-1.html,House,20000000,200,G-9,Islamabad,Islamabad Capital,33.68946,73.031445,4,For Sale,3,4/5/2019,Qureshi Realtors & Builders,Mashaid Ahmed Quresh,15246.056
56628,15688656,156,https://www.zameen.com/Property/islamabad_bhara_kahu_8_marla_house_for_sale_new_abadi_bhara_kahu-15688656-156-1.html,House,11500000,115,Bhara kahu,Islamabad,Islamabad Capital,33.737402,73.179159,5,For Sale,5,5/5/2019,Business Links,Zeeshan Arshad,2178.008
56633,15690453,343,https://www.zameen.com/Property/islamabad_e_7_prime_location_large_size_house_in_e7-15690453-343-1.html,House,200000000,2000,E-7,Islamabad,Islamabad Capital,33.727409,73.047581,6,For Sale,5,6/3/2019,Cosmopolitan Group (Pvt) Ltd.,Qamar Shahzad,103455
56634,15690695,3214,https://www.zameen.com/Property/dha_valley_dha_valley_lilly_block_house_available_for_sale-15690695-3214-1.html,House,3800000,38,DHA Defence,Islamabad,Islamabad Capital,33.507336,73.266106,2,For Sale,2,4/5/2019,,,1361.255
56635,15691497,1417,https://www.zameen.com/Property/fateh_jang_road_islamabad_co_operative_housing_3_marla_house_for_sale-15691497-1417-1.html,House,3800000,38,Fateh Jang Road,Islamabad,Islamabad Capital,33.534474,72.752687,2,For Sale,2,4/5/2019,,,816.753
56636,15692635,11987,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_sector_c1_10_marla_boulevard_facing_designer_house_available_for_sale_in_sector_c1-15692635-11987-1.html,House,31000000,310,Bahria Town,Islamabad,Islamabad Capital,33.675619,73.214972,5,For Sale,5,6/19/2019,Aaliyan Enterprises,Umer javed,2722.51
56639,15693485,8538,https://www.zameen.com/Property/islamabad_thanda_pani_10_marla_house_for_sale-15693485-8538-1.html,House,7000000,70,Thanda Pani,Islamabad,Islamabad Capital,33.648957,73.219124,3,For Sale,3,4/5/2019,,,2722.51
56640,15693533,8850,https://www.zameen.com/Property/islamabad_spring_valley_6_marla_corner__house_available_for_sale_spring_valley_barakahu_islamabad-15693533-8850-1.html,House,4700000,47,Spring Valley,Islamabad,Islamabad Capital,33.73478,73.195541,2,For Sale,2,6/19/2019,Hafeez Real Estate,Hafeez Ullah,1633.506
56642,15693608,3394,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_4_new_house_built_in_2017_price_slightly_negotiable-15693608-3394-1.html,House,6000000,60,Ghauri Town,Islamabad,Islamabad Capital,33.61855,73.135471,3,For Sale,2,4/5/2019,,,1361.255
56643,15693802,8850,https://www.zameen.com/Property/islamabad_spring_valley_3_5_marla_house_available_for_sale_spring_valley_bhara_kahu_islamabad-15693802-8850-1.html,House,2700000,27,Spring Valley,Islamabad,Islamabad Capital,33.73478,73.195541,3,For Sale,3,6/19/2019,Hafeez Real Estate,Hafeez Khan,9528.785
56644,15694320,11219,https://www.zameen.com/Property/islamabad_frash_town_3_marla_house_for_sale_in_frash_town_islamabad-15694320-11219-1.html,House,3200000,32,Frash Town,Islamabad,Islamabad Capital,33.652051,73.203666,2,For Sale,2,4/5/2019,,,816.753
56645,15695240,11973,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_sector_c_ideal_location_1_kanal_5_bedroom_double_unit_house_for_sale_in_bahria_enclave_islamabad_sector_c-15695240-11973-1.html,House,45000000,450,Bahria Town,Islamabad,Islamabad Capital,33.689546,73.219049,6,For Sale,5,4/5/2019,True Deals,Muhammad Sohail,5445
56862,15698113,166,https://www.zameen.com/Property/islamabad_f_8_this_brand_new_house_is_a_perfect_combination_of_practicality_wrapped_in_luxury__it_has_been_finished_to_the_highest_details-15698113-166-1.html,House,180000000,1800,F-8,Islamabad,Islamabad Capital,33.713131,73.038383,10,For Sale,11,5/5/2019,Paris Real Estate & Builders,Ch Hussnain Naveed,70785
56865,15699820,3443,https://www.zameen.com/Property/i_8_i_8_3_40x80_beautiful_7_bed_near_kachnar_park_and_family_park-15699820-3443-1.html,House,63000000,630,I-8,Islamabad,Islamabad Capital,33.673783,73.074703,7,For Sale,7,6/12/2019,Madni Associates,Rana Bilal,3811.514
56867,15699996,3226,https://www.zameen.com/Property/dha_valley_dha_homes_lilly_block_a_5_marla_brand_new_house_for_sale_in_dha_valley_islamabad-15699996-3226-1.html,House,3200000,32,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,2,For Sale,2,4/5/2019,Zia Real Estate,Abbas Hussain,1361.255
56871,15702492,764,https://www.zameen.com/Property/islamabad_g_15_1kanal_corner_brand_new_double_storey_house_for_sale_in_g_15-15702492-764-1.html,House,31500000,315,G-15,Islamabad,Islamabad Capital,33.631486,72.926559,6,For Sale,7,5/4/2019,Atta Associates & Builders,M. Asmat Ullah,5445
56873,15702738,156,https://www.zameen.com/Property/islamabad_bhara_kahu_2_kanal_beautiful_house_for_sale-15702738-156-1.html,House,47500000,475,Bhara kahu,Islamabad,Islamabad Capital,33.737402,73.179159,7,For Sale,6,5/5/2019,SJ Properties,Mian Irfan Saeed,10890
56874,15703347,3395,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_5_5_marla_house_for_sale_in_phase_5a_ghauri_town_islamabad-15703347-3395-1.html,House,11000000,110,Ghauri Town,Islamabad,Islamabad Capital,33.61311722,73.13090515,4,For Sale,4,6/12/2019,Taha Real Estate and Builders,Muhammad Khan,1361.255
56875,15703465,1421,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_2nd_corner_house_available_for_sale_in_developed_area-15703465-1421-1.html,House,12500000,125,FECHS,Islamabad,Islamabad Capital,33.572008,73.174596,6,For Sale,4,4/5/2019,Property Lounge Consultants,Danish Kamal,1633.506
56876,15703744,3390,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_1_4_marla_house_for_sale_in_phase_1_ghauri_town_islamabad-15703744-3390-1.html,House,7500000,75,Ghauri Town,Islamabad,Islamabad Capital,33.623947,73.12659,3,For Sale,3,6/12/2019,Taha Real Estate and Builders,Muhammad Khan,1361.255
56877,15704100,3394,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_4_house_for_sale_ghouri_town_phase_4-15704100-3394-1.html,House,11000000,110,Ghauri Town,Islamabad,Islamabad Capital,33.61855,73.135471,5,For Sale,4,5/5/2019,Deal Point Real Estate & Builders,Raja Nisar Shehzad,1361.255
57101,15706280,1146,https://www.zameen.com/Property/islamabad_alipur_farash_house_is_available_for_sale-15706280-1146-1.html,House,8000000,80,Alipur Farash,Islamabad,Islamabad Capital,33.65069,73.202934,3,For Sale,2,4/5/2019,,,1361.255
57102,15706754,3327,https://www.zameen.com/Property/g_10_g_10_4_20x40_house_is_available_for_sale-15706754-3327-1.html,House,12500000,125,G-10,Islamabad,Islamabad Capital,33.678711,73.021395,2,For Sale,2,4/5/2019,,,1089.004
57104,15707077,3200,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_e_luxury_house_for_sale_kanal_well_designed_dha_2-15707077-3200-1.html,House,55000000,550,DHA Defence,Islamabad,Islamabad Capital,33.532523,73.163452,7,For Sale,6,6/27/2019,Asian House Care,Asian House Care,5445
57105,15707092,3299,https://www.zameen.com/Property/f_6_f_6_1_8_marla_house_for_sale-15707092-3299-1.html,House,45000000,450,F-6,Islamabad,Islamabad Capital,33.724018,73.074524,4,For Sale,5,4/5/2019,,,2178.008
57106,15707245,3200,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_e_beautiful_house_for_sale_single_unit_dha_2_islamabad-15707245-3200-1.html,House,38000000,380,DHA Defence,Islamabad,Islamabad Capital,33.532523,73.163452,5,For Sale,4,6/27/2019,Asian House Care,Asian House Care,5445
57107,15707402,3200,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_e_top_most_architect_designed_bungalow_for_sale-15707402-3200-1.html,House,50000000,500,DHA Defence,Islamabad,Islamabad Capital,33.532523,73.163452,7,For Sale,5,6/3/2019,Asian House Care,Asian House Care,5445
57108,15707556,3200,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_e_1_kanal_brand_new_beautiful_bungalow_for_sale-15707556-3200-1.html,House,45000000,450,DHA Defence,Islamabad,Islamabad Capital,33.532523,73.163452,7,For Sale,5,6/27/2019,Asian House Care,Asian House Care,5445
57109,15707903,1146,https://www.zameen.com/Property/islamabad_alipur_farash_3_marla_corner_house_new_built_house_for_sale-15707903-1146-1.html,House,3500000,35,Alipur Farash,Islamabad,Islamabad Capital,33.65069,73.202934,4,For Sale,6,4/5/2019,,,816.753
57110,15708191,3338,https://www.zameen.com/Property/g_13_g_13_2_g132_10_marla_double_storey_house_for_sale-15708191-3338-1.html,House,32500000,325,G-13,Islamabad,Islamabad Capital,33.65433121,72.95500946,6,For Sale,5,5/5/2019,Marhaba Enterprises & Builders,Ashfaq Ahmed,2722.51
57112,15708296,156,https://www.zameen.com/Property/islamabad_bhara_kahu_10_marla_house_bhara_kahu_for_sale-15708296-156-1.html,House,9000000,90,Bhara kahu,Islamabad,Islamabad Capital,33.737402,73.179159,3,For Sale,3,4/5/2019,,,2722.51
57113,15708920,3199,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_d_1_5_kanal_furnished_house_with_basement_in_dha_phase_2-15708920-3199-1.html,House,65000000,650,DHA Defence,Islamabad,Islamabad Capital,33.536816,73.166542,7,For Sale,7,4/5/2019,,,81675
57114,15709012,3154,https://www.zameen.com/Property/d_12_d_12_1_near_completion_house_for_sale-15709012-3154-1.html,House,17000000,170,D-12,Islamabad,Islamabad Capital,33.69696976,72.94919047,4,For Sale,5,4/5/2019,,,11979.044
57115,15709500,445,https://www.zameen.com/Property/islamabad_korang_town_house_for_sale_in_korang_town_safari_block-15709500-445-1.html,House,11500000,115,Korang Town,Islamabad,Islamabad Capital,33.579034,73.139591,4,For Sale,4,6/4/2019,Rahber Real Estate,Hassan Anwar,1633.506
57116,15709736,156,https://www.zameen.com/Property/islamabad_bhara_kahu_45_marla_single_story_brand_new_house_in_bhara_kahu_5_min_drive_from_csd-15709736-156-1.html,House,4500000,45,Bhara kahu,Islamabad,Islamabad Capital,33.737402,73.179159,3,For Sale,3,4/5/2019,Aman Property,aman property,1089.004
57117,15709862,340,https://www.zameen.com/Property/islamabad_bani_gala_12_marla_double_story_british_homes_style_house_in_bani_gala-15709862-340-1.html,House,18000000,180,Bani Gala,Islamabad,Islamabad Capital,33.713488,73.16268,6,For Sale,5,5/4/2019,Aman Property,Hammad,3267.012
57118,15709994,156,https://www.zameen.com/Property/islamabad_bhara_kahu_4_5_brand_new_owner_build_house_in_bhara_kahu_5_min_drive_from_mcdonald-15709994-156-1.html,House,4500000,45,Bhara kahu,Islamabad,Islamabad Capital,33.737402,73.179159,3,For Sale,3,5/4/2019,Dream Land Real Estate,Syed Hammad Ali,12251.295
57119,15710446,3477,https://www.zameen.com/Property/islamabad_nih_colony_house_for_sale_in_nih_colony-15710446-3477-1.html,House,33000000,330,NIH Colony,Islamabad,Islamabad Capital,33.679961,73.147874,6,For Sale,5,4/5/2019,MAK Enterprise,Asim,59895
57121,15711768,3394,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_4_structure_house_is_available_for_sale-15711768-3394-1.html,House,5500000,55,Ghauri Town,Islamabad,Islamabad Capital,33.61855,73.135471,2,For Sale,2,4/5/2019,,,1361.255
57122,15711882,3420,https://www.zameen.com/Property/i_10_i_10_1_brand_new_house_available_for_sale-15711882-3420-1.html,House,15000000,150,I-10,Islamabad,Islamabad Capital,33.642563,73.035994,4,For Sale,5,5/5/2019,Al Tahir Associates,Tahir Rasheed Tanoli,1089.004
57123,15712199,168,https://www.zameen.com/Property/islamabad_g_11_4_marla_double_storey_house_is_available_for_sale_in_g_11_3_islamabad-15712199-168-1.html,House,17500000,175,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,4,For Sale,2,6/29/2019,Awais Builders and Property Advisor,M. Tariq Khan,1089.004
57124,15712603,3154,https://www.zameen.com/Property/d_12_d_12_1_25x50_new_triple_storey_house_for_sale-15712603-3154-1.html,House,27000000,270,D-12,Islamabad,Islamabad Capital,33.697565,72.944241,5,For Sale,5,4/5/2019,,,15246.056
57125,15712925,3340,https://www.zameen.com/Property/g_13_g_13_4_25x40_front_open_house_for_sale_in_g_13_islamabad-15712925-3340-1.html,House,13200000,132,G-13,Islamabad,Islamabad Capital,33.649315,72.968395,4,For Sale,4,4/5/2019,Fahad Associates,Azhar Saeed,11979.044
57126,15713327,329,https://www.zameen.com/Property/islamabad_e_11_brand_new_double_unit_house_for_sale_in_e_11_1_islamabad-15713327-329-1.html,House,47000000,470,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,7,For Sale,7,5/5/2019,Legend Property,Muhammad Shakeel,33759.124
57127,15714727,3331,https://www.zameen.com/Property/g_11_g_11_2_30x70_size_brand_new_corner_house_is_available_in_4_c_only_-15714727-3331-1.html,House,40000000,400,G-11,Islamabad,Islamabad Capital,33.67164,72.991655,6,For Sale,5,6/19/2019,Silk Land Property Advisors,Muhammad,2722.51
57136,15717243,3394,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_4_10_marla_house_for_sale-15717243-3394-1.html,House,22500000,225,Ghauri Town,Islamabad,Islamabad Capital,33.61855,73.135471,7,For Sale,6,4/5/2019,MJ Properties,Mehmood Rafiq,29675.359
57140,15718497,383,https://www.zameen.com/Property/islamabad_bahria_town_1_kanal_boulevard_house_for_sale_in_front_of_bahria_civic_center_phase_3-15718497-383-1.html,House,35000000,350,Bahria Town,Islamabad,Islamabad Capital,33.55083727,73.10628891,6,For Sale,6,4/5/2019,,,5445
57143,15719444,3202,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_g_house_is_available_for_sale-15719444-3202-1.html,House,33000000,330,DHA Defence,Islamabad,Islamabad Capital,33.528374,73.171864,5,For Sale,5,4/5/2019,Arco Estate & Builders,M Faizan Nadeem,5445
57377,15721554,339,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_house_for_sale_high_quality_at_most_favorite_location-15721554-339-1.html,House,49000000,490,DHA Defence,Islamabad,Islamabad Capital,33.527944,73.161392,7,For Sale,6,6/29/2019,VIP Properties,Fahad Ali,5445
57378,15722147,3200,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_e_house_is_available_for_sale-15722147-3200-1.html,House,30000000,300,DHA Defence,Islamabad,Islamabad Capital,33.532523,73.163452,6,For Sale,6,4/5/2019,Deals Point,Raja Riaz,5445
57379,15722284,329,https://www.zameen.com/Property/islamabad_e_11_30x60_double_storey_house_e_11_1-15722284-329-1.html,House,27500000,275,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,5,For Sale,4,4/5/2019,Ez Estate Managers,Zaheer Ehtsham,2178.008
57380,15722542,167,https://www.zameen.com/Property/islamabad_g_10_beautiful_house_available_for_sale-15722542-167-1.html,House,20000000,200,G-10,Islamabad,Islamabad Capital,33.676104,73.013842,3,For Sale,3,5/5/2019,Bhatti Associates,Hameed Raza Bhatti Haider Bhatti,18240.817
57386,15723577,329,https://www.zameen.com/Property/islamabad_e_11_e_11_brand_new_beautiful__35x80_double_unit_like_a_palace_house_6_bed_8_bath_2_drawing_dining_2_t_v_lounge_2_kitchen-15723577-329-1.html,House,47500000,475,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,8,For Sale,6,6/26/2019,A. K Property & Builders,Munawar Ali Khan She,33759.124
57390,15724034,11970,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_sector_a_double_storey_well_constructed_house_for_sale-15724034-11970-1.html,House,45000000,450,Bahria Town,Islamabad,Islamabad Capital,33.695973,73.215615,6,For Sale,5,4/5/2019,,,5445
57391,15725493,424,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_triple_storey_house_available_for_sale-15725493-424-1.html,House,16000000,160,PWD Housing Scheme,Islamabad,Islamabad Capital,33.570792,73.145256,9,For Sale,9,6/5/2019,Noor Real Estate & Builders,Hassan,2722.51
57392,15725736,1705,https://www.zameen.com/Property/bahria_town_bahria_enclave_bahria_enclave_house_for_sale-15725736-1705-1.html,House,10500000,105,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,4,For Sale,4,4/5/2019,,,1633.506
57394,15726208,11988,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_sector_c2_1_kanal_with_13_marla_extra_extra_land_villa_is_available_for_sale-15726208-11988-1.html,House,100000000,1000,Bahria Town,Islamabad,Islamabad Capital,33.681654,73.206131,8,For Sale,5,5/4/2019,Kaghan Properties,Tanzil Ahmed Minhas,5445
57397,15728508,8445,https://www.zameen.com/Property/islamabad_simly_dam_road_5_marla_structure_house_available_for_sale-15728508-8445-1.html,House,3400000,34,Simly Dam Road,Islamabad,Islamabad Capital,33.714845,73.238712,3,For Sale,2,4/4/2019,,,1361.255
57398,15729136,339,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_elegantly_designed_house_is_available_for_sale_in_dha_phase_2-15729136-339-1.html,House,50000000,500,DHA Defence,Islamabad,Islamabad Capital,33.527944,73.161392,7,For Sale,6,6/27/2019,Asian House Care,Asian House Care,5445
