,property_id,location_id,page_url,property_type,price,price_in_lac,location,city,province_name,latitude,longitude,baths,purpose,bedrooms,date_added,agency,agent,Total_Area
159992,17311424,156,https://www.zameen.com/Property/islamabad_bhara_kahu_house_is_available_for_sale-17311424-156-1.html,House,7000000,70,Bhara kahu,Islamabad,Islamabad Capital,33.737402,73.179159,3,For Sale,3,7/16/2019,Property Master,Pirzada Khan,30219.861
159993,17311425,156,https://www.zameen.com/Property/islamabad_bhara_kahu_house_is_available_for_sale-17311425-156-1.html,House,9500000,95,Bhara kahu,Islamabad,Islamabad Capital,33.737402,73.179159,7,For Sale,8,7/16/2019,Property Master,Pirzada Khan,14973.805
159998,17311550,12944,https://www.zameen.com/Property/islamabad_pindorian_3_5_marla_house_is_available_for_sale-17311550-12944-1.html,House,3700000,37,Pindorian,Islamabad,Islamabad Capital,33.64595,73.117622,2,For Sale,2,7/17/2019,,,9528.785
160443,17312281,3117,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_block_b_b17_b_block_40x80_double_story_house_for_sale_available-17312281-3117-1.html,House,22000000,220,B-17,Islamabad,Islamabad Capital,33.68821,72.830601,7,For Sale,6,7/16/2019,Investment Care Properties & Builders,Shahzad Ali,3811.514
160653,17312606,3421,https://www.zameen.com/Property/i_10_i_10_2_a_double_storey_house_is_available_for_sale-17312606-3421-1.html,House,16500000,165,I-10,Islamabad,Islamabad Capital,33.649779,73.029385,5,For Sale,4,7/17/2019,,,1905.757
160655,17312729,3226,https://www.zameen.com/Property/dha_valley_dha_homes_dha_valley_islamabad-17312729-3226-1.html,House,3600000,36,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,2,For Sale,2,7/16/2019,Al Muhammad Associates,Muhammad Tanveer,1361.255
160658,17312797,3341,https://www.zameen.com/Property/g_13_g_13_markaz_40x80_luxury_house_for_sale_in_g_13_islamabad_-17312797-3341-1.html,House,46000000,460,G-13,Islamabad,Islamabad Capital,33.65296854,72.9526895,7,For Sale,7,7/16/2019,M. M Real Estate,M. Mujahid,39204.144
160659,17312877,3226,https://www.zameen.com/Property/dha_valley_dha_homes_dha_valley_islamabad-17312877-3226-1.html,House,2800000,28,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,2,For Sale,2,7/16/2019,Al Muhammad Associates,Muhammad Tanveer,1361.255
160660,17312882,3226,https://www.zameen.com/Property/dha_valley_dha_homes_dha_valley_islamabad-17312882-3226-1.html,House,2300000,23,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,2,For Sale,2,7/16/2019,Al Muhammad Associates,Muhammad Tanveer,1361.255
160661,17312955,3226,https://www.zameen.com/Property/dha_valley_dha_homes_dha_valley_islamabad-17312955-3226-1.html,House,7500000,75,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,4,For Sale,3,7/16/2019,Al Muhammad Associates,Muhammad Tanveer,2178.008
160662,17312957,165,https://www.zameen.com/Property/islamabad_f_7_house_for_sale-17312957-165-1.html,House,14000000,140,F-7,Islamabad,Islamabad Capital,33.720413,73.056493,6,For Sale,7,7/16/2019,Al Sahar Estate,Zahid H. Usmani,5445
160663,17313132,3226,https://www.zameen.com/Property/dha_valley_dha_homes_dha_valley_islamabad-17313132-3226-1.html,House,4500000,45,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,4,For Sale,3,7/16/2019,Al Muhammad Associates,Muhammad Tanveer,2178.008
160664,17313142,3226,https://www.zameen.com/Property/dha_valley_dha_homes_dha_valley_islamabad-17313142-3226-1.html,House,6300000,63,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,4,For Sale,3,7/16/2019,Al Muhammad Associates,Muhammad Tanveer,2178.008
160679,17313925,10652,https://www.zameen.com/Property/islamabad_pwd_road_nice_location_bijli_pani_and_gas_are_available-17313925-10652-1.html,House,13500000,135,PWD Road,Islamabad,Islamabad Capital,33.567125,73.134901,6,For Sale,5,7/16/2019,Ahmad Estate & Builders,Ch Aziz Ahmad Akif,2722.51
160900,17314357,3330,https://www.zameen.com/Property/g_11_g_11_1_7_marla_double_unit_house_for_sale-17314357-3330-1.html,House,32500000,325,G-11,Islamabad,Islamabad Capital,33.663818,72.99526,4,For Sale,4,7/16/2019,Town Homes Enterprises,Engr Malik Zeeshan Haider,1905.757
160902,17314540,3444,https://www.zameen.com/Property/i_8_i_8_4_plot_ki_kemat_main_makan_600_sq_yards_in_i84-17314540-3444-1.html,House,75000000,750,I-8,Islamabad,Islamabad Capital,33.662782,73.077793,9,For Sale,9,7/16/2019,Property Time Real Estate Advisor,Muhammad Hafeez Mirza Asad Ali,65340
160903,17314782,3148,https://www.zameen.com/Property/cbr_town_phase_1_cbr_town_phase_1_block_b_7_marla_double_story_house_for_sale_in_cbr_town_phase_1_block_b_islamabad-17314782-3148-1.html,House,15000000,150,CBR Town,Islamabad,Islamabad Capital,33.559036,73.151768,4,For Sale,4,7/16/2019,Kashmir Corporation,Tayyab Rasheed,1905.757
160905,17314889,3444,https://www.zameen.com/Property/i_8_i_8_4_urgent_sale_i84_60x90_600_sq_yards_triple_story_1_unit_house_in_investor_price-17314889-3444-1.html,House,90000000,900,I-8,Islamabad,Islamabad Capital,33.662782,73.077793,6,For Sale,6,7/16/2019,Property Time Real Estate Advisor,Muhammad Hafeez Mirza Asad Ali,65340
160906,17314905,3147,https://www.zameen.com/Property/cbr_town_cbr_town_phase_1_house_for_sale_in_cbr_1_islamabad-17314905-3147-1.html,House,15000000,150,CBR Town,Islamabad,Islamabad Capital,33.559385,73.141265,5,For Sale,4,7/16/2019,Kashmir Corporation,rub nawaz,2178.008
160909,17314989,3147,https://www.zameen.com/Property/cbr_town_cbr_town_phase_1_house_for_sale_in_cbr_1_islamabad-17314989-3147-1.html,House,15000000,150,CBR Town,Islamabad,Islamabad Capital,33.559385,73.141265,5,For Sale,4,7/16/2019,Kashmir Corporation,rub nawaz,2178.008
161171,17315099,3147,https://www.zameen.com/Property/cbr_town_cbr_town_phase_1_house_for_sale_in_cbr_1_islamabad-17315099-3147-1.html,House,15000000,150,CBR Town,Islamabad,Islamabad Capital,33.559385,73.141265,5,For Sale,4,7/16/2019,Kashmir Corporation,rub nawaz,2178.008
161172,17315123,3147,https://www.zameen.com/Property/cbr_town_cbr_town_phase_1_house_for_sale_in_cbr_1_islamabad-17315123-3147-1.html,House,14800000,148,CBR Town,Islamabad,Islamabad Capital,33.559385,73.141265,5,For Sale,4,7/16/2019,Kashmir Corporation,Abdul Wahab,2178.008
161173,17315262,167,https://www.zameen.com/Property/islamabad_g_10_brand_new_30_x_60_house_for_sale-17315262-167-1.html,House,37000000,370,G-10,Islamabad,Islamabad Capital,33.676104,73.013842,6,For Sale,6,7/16/2019,Ocean Estate & Builders,Malik Wajid Hussain,2178.008
161187,17315425,168,https://www.zameen.com/Property/islamabad_g_11_brand_new_25_x_50_house_for_sale-17315425-168-1.html,House,27000000,270,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,4,For Sale,4,7/16/2019,Ocean Estate & Builders,Malik Wajid Hussain,1361.255
161188,17315472,9158,https://www.zameen.com/Property/naval_anchorage_naval_anchorage_block_g_house_is_available_for_sale-17315472-9158-1.html,House,12500000,125,Naval Anchorage,Islamabad,Islamabad Capital,33.57081,73.207288,5,For Sale,4,7/16/2019,Mufti Estate & Builders,"MUFTI ESTATE, Cdr (R) Shafiq Mufti",1361.255
161189,17315473,9158,https://www.zameen.com/Property/naval_anchorage_naval_anchorage_block_g_house_is_available_for_sale-17315473-9158-1.html,House,12000000,120,Naval Anchorage,Islamabad,Islamabad Capital,33.57081,73.207288,5,For Sale,4,7/16/2019,Mufti Estate & Builders,"MUFTI ESTATE, Cdr (R) Shafiq Mufti",1361.255
161190,17315513,3337,https://www.zameen.com/Property/g_13_g_13_1_g131_2540_brand_new_dabble_story_house_for_sale-17315513-3337-1.html,House,17500000,175,G-13,Islamabad,Islamabad Capital,33.645957,72.962472,5,For Sale,5,7/16/2019,Marwan Enterprises,Tahir Awan,11979.044
161191,17315520,3341,https://www.zameen.com/Property/g_13_g_13_markaz_1_kanal_bungalow_for_sale_in_g_13_islamabad_real_pictures_all-17315520-3341-1.html,House,61000000,610,G-13,Islamabad,Islamabad Capital,33.65261022,72.9614475,10,For Sale,9,7/16/2019,M. M Real Estate,M. Mujahid,65340
161192,17315555,383,https://www.zameen.com/Property/islamabad_bahria_town_6_bed_1_kanal_old_but_very_well_maintained_house_on_investor_rate_in_bahria_town_phase_1-17315555-383-1.html,House,35000000,350,Bahria Town,Islamabad,Islamabad Capital,33.55083727,73.10628891,7,For Sale,6,7/16/2019,Earthlink Real Estate,Hussain Lashari,5445
161193,17315619,167,https://www.zameen.com/Property/islamabad_g_10_brand_new_40_x_80_house_for_sale-17315619-167-1.html,House,45000000,450,G-10,Islamabad,Islamabad Capital,33.676104,73.013842,7,For Sale,7,7/16/2019,Ocean Estate & Builders,Malik Wajid Hussain,3539.263
161578,17315883,168,https://www.zameen.com/Property/islamabad_g_11_great_opportunity_for_you_to_have_the_property_of_your_choice-17315883-168-1.html,House,100000000,1000,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,6,For Sale,6,7/17/2019,Al Azhar Associates,Adil Abbas,5445
161579,17315885,168,https://www.zameen.com/Property/islamabad_g_11_a_beautifully_built_house_at_good_location-17315885-168-1.html,House,90000000,900,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,6,For Sale,6,7/17/2019,Al Azhar Associates,Adil Abbas,5445
161580,17315886,168,https://www.zameen.com/Property/islamabad_g_11_a_beautifully_built_house_at_good_location-17315886-168-1.html,House,85000000,850,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,6,For Sale,6,7/17/2019,Al Azhar Associates,Adil Abbas,5445
161581,17315888,168,https://www.zameen.com/Property/islamabad_g_11_a_beautifully_built_house_at_good_location-17315888-168-1.html,House,75000000,750,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,6,For Sale,6,7/17/2019,Al Azhar Associates,Adil Abbas,5445
161582,17315890,168,https://www.zameen.com/Property/islamabad_g_11_a_beautifully_built_house_at_good_location-17315890-168-1.html,House,70000000,700,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,6,For Sale,6,7/17/2019,Al Azhar Associates,Adil Abbas,5445
161583,17315892,168,https://www.zameen.com/Property/islamabad_g_11_a_beautifully_built_house_at_good_location-17315892-168-1.html,House,70000000,700,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,6,For Sale,6,7/17/2019,Al Azhar Associates,Adil Abbas,3267.012
161584,17315894,168,https://www.zameen.com/Property/islamabad_g_11_a_beautifully_built_house_at_good_location-17315894-168-1.html,House,60000000,600,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,6,For Sale,6,7/17/2019,Al Azhar Associates,Adil Abbas,3267.012
161585,17315895,168,https://www.zameen.com/Property/islamabad_g_11_a_beautifully_built_house_at_good_location-17315895-168-1.html,House,65000000,650,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,6,For Sale,6,7/17/2019,Al Azhar Associates,Adil Abbas,3267.012
161586,17315898,168,https://www.zameen.com/Property/islamabad_g_11_a_beautifully_built_house_at_good_location-17315898-168-1.html,House,65500000,655,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,6,For Sale,6,7/17/2019,Al Azhar Associates,Adil Abbas,3267.012
161587,17315899,168,https://www.zameen.com/Property/islamabad_g_11_great_opportunity_for_you_to_have_the_property_of_your_choice-17315899-168-1.html,House,29000000,290,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,5,For Sale,5,7/17/2019,Al Azhar Associates,Adil Abbas,1905.757
161588,17315901,168,https://www.zameen.com/Property/islamabad_g_11_great_opportunity_for_you_to_have_the_property_of_your_choice-17315901-168-1.html,House,31000000,310,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,5,For Sale,5,7/17/2019,Al Azhar Associates,Adil Abbas,1905.757
161589,17315904,168,https://www.zameen.com/Property/islamabad_g_11_great_opportunity_for_you_to_have_the_property_of_your_choice-17315904-168-1.html,House,31500000,315,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,5,For Sale,5,7/17/2019,Al Azhar Associates,Adil Abbas,1905.757
161590,17315907,168,https://www.zameen.com/Property/islamabad_g_11_great_opportunity_for_you_to_have_the_property_of_your_choice-17315907-168-1.html,House,35000000,350,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,5,For Sale,5,7/17/2019,Al Azhar Associates,Adil Abbas,1905.757
161591,17315909,168,https://www.zameen.com/Property/islamabad_g_11_great_opportunity_for_you_to_have_the_property_of_your_choice-17315909-168-1.html,House,34000000,340,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,5,For Sale,5,7/17/2019,Al Azhar Associates,Adil Abbas,1905.757
161592,17315913,168,https://www.zameen.com/Property/islamabad_g_11_great_opportunity_for_you_to_have_the_property_of_your_choice-17315913-168-1.html,House,15000000,150,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,4,For Sale,4,7/17/2019,Al Azhar Associates,Adil Abbas,1089.004
161593,17315925,168,https://www.zameen.com/Property/islamabad_g_11_great_opportunity_for_you_to_have_the_property_of_your_choice-17315925-168-1.html,House,16000000,160,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,4,For Sale,4,7/17/2019,Al Azhar Associates,Adil Abbas,1089.004
161594,17315926,168,https://www.zameen.com/Property/islamabad_g_11_great_opportunity_for_you_to_have_the_property_of_your_choice-17315926-168-1.html,House,16500000,165,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,4,For Sale,4,7/17/2019,Al Azhar Associates,Adil Abbas,1089.004
161595,17315929,168,https://www.zameen.com/Property/islamabad_g_11_great_opportunity_for_you_to_have_the_property_of_your_choice-17315929-168-1.html,House,19500000,195,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,4,For Sale,4,7/17/2019,Al Azhar Associates,Adil Abbas,1361.255
161596,17315933,168,https://www.zameen.com/Property/islamabad_g_11_great_opportunity_for_you_to_have_the_property_of_your_choice-17315933-168-1.html,House,22000000,220,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,4,For Sale,4,7/17/2019,Al Azhar Associates,Adil Abbas,1361.255
161597,17315937,168,https://www.zameen.com/Property/islamabad_g_11_great_opportunity_for_you_to_have_the_property_of_your_choice-17315937-168-1.html,House,25000000,250,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,4,For Sale,4,7/17/2019,Al Azhar Associates,Adil Abbas,1361.255
161598,17316027,3337,https://www.zameen.com/Property/g_13_g_13_1_25x40_4_marla_awesome_house_for_sale_in_g_13_islamabad_-17316027-3337-1.html,House,16000000,160,G-13,Islamabad,Islamabad Capital,33.64472202,72.96545929,5,For Sale,5,7/16/2019,M. M Real Estate,M. Mujahid,1089.004
161599,17316392,3442,https://www.zameen.com/Property/i_8_i_8_2_i82_40x80_brand_new_home_2_unit__6_bed_wide_street_near_to_shifa_7_metro-17316392-3442-1.html,House,60000000,600,I-8,Islamabad,Islamabad Capital,33.66764,73.065948,6,For Sale,6,7/16/2019,,,3811.514
161600,17316711,3226,https://www.zameen.com/Property/dha_valley_dha_homes_dha_valley_islamabad-17316711-3226-1.html,House,3600000,36,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,2,For Sale,2,7/16/2019,Al Muhammad Associates,Muhammad Dilpazeer,1361.255
161849,17316961,3444,https://www.zameen.com/Property/i_8_i_8_4_double_storey_house_is_available_for_sale-17316961-3444-1.html,House,80000000,800,I-8,Islamabad,Islamabad Capital,33.662782,73.077793,10,For Sale,10,7/16/2019,Land Links,Faheem Malik,59895
161851,17317208,3443,https://www.zameen.com/Property/i_8_i_8_3_i83_brand_new_35x80_home_6_bed_attached_bath_2_dd_2tvl_2_kitchen_near_to_shifa__kachnar_park-17317208-3443-1.html,House,52500000,525,I-8,Islamabad,Islamabad Capital,33.673783,73.074703,6,For Sale,6,7/16/2019,,,3267.012
161852,17317254,616,https://www.zameen.com/Property/islamabad_b_17_5_marla_villas_only_booked_rs_850000_on_25_year_installment_plan_in_b17_sector_islamabad-17317254-616-1.html,House,11000000,110,B-17,Islamabad,Islamabad Capital,33.68064,72.822189,5,For Sale,4,7/16/2019,Islamabad Real Estate,Muhammad Noman,1361.255
161853,17317299,3337,https://www.zameen.com/Property/g_13_g_13_1_25x40_solid_built_house_for_sale_in_g13-17317299-3337-1.html,House,14500000,145,G-13,Islamabad,Islamabad Capital,33.645957,72.962472,5,For Sale,4,7/16/2019,S & S Property Advisor,Waqar Awan and Ch Adnan,11979.044
161854,17317381,13623,https://www.zameen.com/Property/dha_defence_phase_2_zameen_ace_mall_zameee_asc_homes_dha_islamabad-17317381-13623-1.html,House,16000000,160,DHA Defence,Islamabad,Islamabad Capital,33.535435,73.175454,3,For Sale,3,7/16/2019,Grey Mark,Wasim,16335
161855,17317484,3226,https://www.zameen.com/Property/dha_valley_dha_homes_dha_homes_islamabad-17317484-3226-1.html,House,2800000,28,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,2,For Sale,2,7/16/2019,Al Muhammad Associates,Muhammad Dilpazeer,1361.255
161869,17317765,330,https://www.zameen.com/Property/islamabad_g_13_real_pics_brand_new_25x40_house_for_sale-17317765-330-1.html,House,16500000,165,G-13,Islamabad,Islamabad Capital,33.650065,72.963681,5,For Sale,4,7/16/2019,S & S Property Advisor,Waqar Awan and Ch Adnan,11979.044
161890,17317967,3196,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_a_1_kanal_brand_new_designers_full_house_for_sale_in_dha_ll_islamabad-17317967-3196-1.html,House,56000000,560,DHA Defence,Islamabad,Islamabad Capital,33.528946,73.142509,7,For Sale,6,7/16/2019,Al Rayyan Real Estate & Builders,Malik Faysal Rehan,5445
161891,17317968,3200,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_e_1_kanal_brand_new_designers_fully_furnished_house_for_sale_in_dha_ll_islamabad-17317968-3200-1.html,House,55000000,550,DHA Defence,Islamabad,Islamabad Capital,33.532523,73.163452,7,For Sale,6,7/16/2019,Al Rayyan Real Estate & Builders,Malik Faysal Rehan,5445
161892,17317970,3198,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_c_1_kanal_brand_new_designers_full_house_for_sale_in_dha_ll_islamabad-17317970-3198-1.html,House,57500000,575,DHA Defence,Islamabad,Islamabad Capital,33.526227,73.152981,7,For Sale,6,7/16/2019,Al Rayyan Real Estate & Builders,Malik Faysal Rehan,5445
161893,17317975,3199,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_d_1_kanal_brand_new_designers_full_house_for_sale_in_dha_ll_islamabad-17317975-3199-1.html,House,56000000,560,DHA Defence,Islamabad,Islamabad Capital,33.536816,73.166542,7,For Sale,6,7/16/2019,Al Rayyan Real Estate & Builders,Malik Faysal Rehan,5445
161894,17317977,3198,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_c_1_kanal_brand_new_designers_full_house_for_sale_in_dha_ll_islamabad-17317977-3198-1.html,House,55000000,550,DHA Defence,Islamabad,Islamabad Capital,33.526227,73.152981,7,For Sale,6,7/16/2019,Al Rayyan Real Estate & Builders,Malik Faysal Rehan,5445
161895,17317978,3201,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_f_1_kanal_brand_new_designers_full_house_for_sale_in_dha_ll_islamabad-17317978-3201-1.html,House,45000000,450,DHA Defence,Islamabad,Islamabad Capital,33.524224,73.161049,7,For Sale,6,7/16/2019,Al Rayyan Real Estate & Builders,Malik Faysal Rehan,5445
161896,17317980,3196,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_a_1_kanal_brand_new_designers_full_house_for_sale_in_dha_ll_islamabad-17317980-3196-1.html,House,48000000,480,DHA Defence,Islamabad,Islamabad Capital,33.528946,73.142509,7,For Sale,6,7/16/2019,Al Rayyan Real Estate & Builders,Malik Faysal Rehan,5445
161897,17317981,8399,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_j_5_marla_brand_new_designers_full_house_with_basement_for_sale_in_dha_ll_islamabad-17317981-8399-1.html,House,17200000,172,DHA Defence,Islamabad,Islamabad Capital,33.536959,73.175418,6,For Sale,5,7/16/2019,Al Rayyan Real Estate & Builders,Malik Faysal Rehan,1361.255
161898,17318032,330,https://www.zameen.com/Property/islamabad_g_13_real_pics_30x60_brand_new_outclass_house_for_sale-17318032-330-1.html,House,26500000,265,G-13,Islamabad,Islamabad Capital,33.650065,72.963681,7,For Sale,5,7/16/2019,S & S Property Advisor,Waqar Awan and Ch Adnan,2178.008
162099,17318680,330,https://www.zameen.com/Property/islamabad_g_13_one_kanal_lavish_house_for_sale_in_g13-17318680-330-1.html,House,60000000,600,G-13,Islamabad,Islamabad Capital,33.650065,72.963681,9,For Sale,7,7/16/2019,S & S Property Advisor,Waqar Awan and Ch Adnan,5445
162416,17319543,1007,https://www.zameen.com/Property/islamabad_shehzad_town_8_marla_good_condition_house_for_sale_at_very_reasonable_demand_in_shehzad_town_islamabad-17319543-1007-1.html,House,20000000,200,Shehzad Town,Islamabad,Islamabad Capital,33.671872,73.140278,5,For Sale,5,7/16/2019,Xchange Estate Consultant,Rehan Khan,2178.008
162417,17319728,3188,https://www.zameen.com/Property/islamabad_dha_defence_1_kanal_brand_new_house_for_sale_in_dha_2_islamabad-17319728-3188-1.html,House,56000000,560,DHA Defence,Islamabad,Islamabad Capital,33.539392,73.096933,7,For Sale,5,7/16/2019,Data Real Estate,Raja Imran Raza,5445
162418,17320086,339,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_house_for_sale_in_dha_2_islamabad-17320086-339-1.html,House,49500000,495,DHA Defence,Islamabad,Islamabad Capital,33.527944,73.161392,6,For Sale,6,7/16/2019,Data Real Estate,Raja Imran Raza,5445
162419,17320251,339,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_house_for_sale_in_dha_2_islamabad-17320251-339-1.html,House,49000000,490,DHA Defence,Islamabad,Islamabad Capital,33.527944,73.161392,7,For Sale,6,7/16/2019,Data Real Estate,Raja Imran Raza,5445
162420,17320258,1314,https://www.zameen.com/Property/islamabad_ghauri_town_5_marla_2_and_half_story_house_for_sale_phase_4a_ghauri_town_islamabad-17320258-1314-1.html,House,10000000,100,Ghauri Town,Islamabad,Islamabad Capital,33.6125302,73.12928732,7,For Sale,5,7/16/2019,Hamdaan Associates Real Estate Consultants  Builders,Hamdaan Associates,1361.255
162421,17320265,1421,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_7_marla_new_house_for_sale-17320265-1421-1.html,House,15000000,150,FECHS,Islamabad,Islamabad Capital,33.572008,73.174596,4,For Sale,5,7/16/2019,Property Lounge Consultants,Danish Kamal,1905.757
162422,17320367,339,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_house_for_sale_in_dha_2_islamabad-17320367-339-1.html,House,45000000,450,DHA Defence,Islamabad,Islamabad Capital,33.527944,73.161392,6,For Sale,6,7/16/2019,Data Real Estate,Raja Imran Raza,5445
162423,17320397,1314,https://www.zameen.com/Property/islamabad_ghauri_town_5_marla_2_and_half_story_house_for_sale_phase_4a_ghauri_town_islamabad-17320397-1314-1.html,House,11000000,110,Ghauri Town,Islamabad,Islamabad Capital,33.61241387,73.1293647,7,For Sale,5,7/16/2019,Hamdaan Associates Real Estate Consultants  Builders,Hamdaan Associates,1361.255
162626,17320542,3147,https://www.zameen.com/Property/cbr_town_cbr_town_phase_1_12_marla_double_story_house_for_sale_in_cbr_town_phase_1_islamabad-17320542-3147-1.html,House,22500000,225,CBR Town,Islamabad,Islamabad Capital,33.559385,73.141265,7,For Sale,7,7/16/2019,Kashmir Corporation,Sheikh Aziz,3267.012
162627,17320690,3147,https://www.zameen.com/Property/cbr_town_cbr_town_phase_1_7_marla_double_story_house_for_sale_in_cbr_town_phase_1_islamabad-17320690-3147-1.html,House,16500000,165,CBR Town,Islamabad,Islamabad Capital,33.559385,73.141265,5,For Sale,5,7/16/2019,Kashmir Corporation,Sheikh Aziz,1905.757
162628,17320727,3226,https://www.zameen.com/Property/dha_valley_dha_homes_dha_valley_islamabad-17320727-3226-1.html,House,2300000,23,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,2,For Sale,2,7/16/2019,Al Muhammad Associates,Muhammad Dilpazeer,1361.255
162629,17320769,3226,https://www.zameen.com/Property/dha_valley_dha_homes_dha_valley_islamabad-17320769-3226-1.html,House,7500000,75,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,4,For Sale,3,7/16/2019,Al Muhammad Associates,Muhammad Dilpazeer,2178.008
162630,17320806,10701,https://www.zameen.com/Property/islamabad_koral_chowk_5marla_dubel_story_house-17320806-10701-1.html,House,3500000,35,Koral Chowk,Islamabad,Islamabad Capital,33.604816,73.130286,4,For Sale,4,7/16/2019,Choudhary Estate,Ch Azhar,1361.255
162631,17320861,339,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_house_for_sale_in_dha_2_islamabad-17320861-339-1.html,House,47000000,470,DHA Defence,Islamabad,Islamabad Capital,33.527944,73.161392,7,For Sale,6,7/16/2019,Data Real Estate,Raja Imran Raza,5445
162632,17320952,3226,https://www.zameen.com/Property/dha_valley_dha_homes_dha_valley_islamabad-17320952-3226-1.html,House,6300000,63,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,4,For Sale,3,7/16/2019,Al Muhammad Associates,Muhammad Dilpazeer,2178.008
162633,17321090,404,https://www.zameen.com/Property/islamabad_sihala_valley_5_marla_single_story_house_for_sale_in_sihala_valley_islamabad-17321090-404-1.html,House,3700000,37,Sihala Valley,Islamabad,Islamabad Capital,33.551548,73.212615,2,For Sale,2,7/16/2019,Kashmir Corporation,Obaid Ahemd,1361.255
162634,17321219,3241,https://www.zameen.com/Property/e_11_e_11_4_e_11_double_unit_house__is_available_for_sale_on_investor_price-17321219-3241-1.html,House,20000000,200,E-11,Islamabad,Islamabad Capital,33.698244,72.984238,4,For Sale,4,7/16/2019,9 Realty,abbas,1633.506
162635,17321257,329,https://www.zameen.com/Property/islamabad_e_11_e_11_4_house_available-17321257-329-1.html,House,42500000,425,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,7,For Sale,5,7/16/2019,Pak Land Property,Naveed Iqbal,27497.351
162636,17321578,163,https://www.zameen.com/Property/islamabad_f_11_house_available_for_sale-17321578-163-1.html,House,67500000,675,F-11,Islamabad,Islamabad Capital,33.683532,72.99041,9,For Sale,9,7/17/2019,,,4356.016
162821,17322086,1315,https://www.zameen.com/Property/islamabad_swan_garden_swan_garden_30x50_6_marly_double_storey_house_for_sale-17322086-1315-1.html,House,11500000,115,Swan Garden,Islamabad,Islamabad Capital,33.564785,73.157001,4,For Sale,4,7/17/2019,,,1633.506
162822,17322096,10652,https://www.zameen.com/Property/islamabad_pwd_road_nice_locations_and_bajle_and_pani_are_available_for_sale-17322096-10652-1.html,House,11500000,115,PWD Road,Islamabad,Islamabad Capital,33.567125,73.134901,4,For Sale,4,7/16/2019,Ahmad Estate & Builders,Ch Aziz Ahmad Akif,1361.255
162824,17322379,1705,https://www.zameen.com/Property/bahria_town_bahria_enclave_gray_structure_house_in_bahria_enclave-17322379-1705-1.html,House,22000000,220,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,5,For Sale,5,7/17/2019,,,2722.51
162829,17322574,170,https://www.zameen.com/Property/islamabad_g_8_house_is_available_for_sale-17322574-170-1.html,House,24800000,248,G-8,Islamabad,Islamabad Capital,33.697423,73.049555,5,For Sale,5,7/17/2019,,,1633.506
